datetime,hour,day_of_year,month,day_of_week,pv_generation_kw,load_kw,price_per_kwh,seasonal_factor,is_weekend
2023-01-08 09:00:00,9,8,1,6,0.0,2.3993452125159407,0.15,0.3,1
2023-01-08 10:00:00,10,8,1,6,1.3876730623184594,1.394532087779461,0.15,0.3,1
2023-01-08 11:00:00,11,8,1,6,2.151021707087256,1.1397730736571685,0.15,0.3,1
2023-01-08 12:00:00,12,8,1,6,3.3137392778786245,0.9593405498611199,0.15,0.3,1
2023-01-08 13:00:00,13,8,1,6,0.9760546371742742,1.368135688813834,0.15,0.3,1
2023-01-08 14:00:00,14,8,1,6,1.212511050638244,1.3252619229173335,0.15,0.3,1
2023-01-08 15:00:00,15,8,1,6,1.5633028755879983,1.1302802101956386,0.15,0.3,1
2023-01-08 16:00:00,16,8,1,6,2.4742565744567595,1.004714124018525,0.15,0.3,1
2023-01-08 17:00:00,17,8,1,6,1.222016618162391,1.6701669462793072,0.15,0.3,1
2023-01-08 18:00:00,18,8,1,6,0.0,2.3310650921509697,0.25,0.3,1
2023-01-08 19:00:00,19,8,1,6,0.0,3.393828157491799,0.25,0.3,1
2023-01-08 20:00:00,20,8,1,6,0.0,4.066375659004233,0.25,0.3,1
2023-01-08 21:00:00,21,8,1,6,0.0,2.975218376284628,0.25,0.3,1
2023-01-08 22:00:00,22,8,1,6,0.0,2.1527962225618045,0.1,0.3,1
2023-01-08 23:00:00,23,8,1,6,0.0,1.7257626594585729,0.1,0.3,1
2023-01-09 00:00:00,0,9,1,0,0.0,2.2839025089675844,0.1,0.3,0
2023-01-09 01:00:00,1,9,1,0,0.0,1.53039420646037,0.1,0.3,0
2023-01-09 02:00:00,2,9,1,0,0.0,2.308179813322178,0.1,0.3,0
2023-01-09 03:00:00,3,9,1,0,0.0,2.326890081882537,0.1,0.3,0
2023-01-09 04:00:00,4,9,1,0,0.0,2.5769415476745476,0.1,0.3,0
2023-01-09 05:00:00,5,9,1,0,0.0,2.1452208970626665,0.1,0.3,0
2023-01-09 06:00:00,6,9,1,0,0.0,2.735589136217559,0.15,0.3,0
2023-01-09 07:00:00,7,9,1,0,0.0,3.9722479329624205,0.15,0.3,0
2023-01-09 08:00:00,8,9,1,0,1.3401833272909425,3.3748172862827364,0.15,0.3,0
2023-01-09 09:00:00,9,9,1,0,1.3503214510052977,1.9903947331555463,0.15,0.3,0
2023-01-09 10:00:00,10,9,1,0,2.4571582528518205,1.0282236917114074,0.15,0.3,0
2023-01-09 11:00:00,11,9,1,0,0.250000931502641,0.5,0.15,0.3,0
2023-01-09 12:00:00,12,9,1,0,1.6887387056732688,1.3947316967283014,0.15,0.3,0
2023-01-09 13:00:00,13,9,1,0,0.5602544890732022,0.5,0.15,0.3,0
2023-01-09 14:00:00,14,9,1,0,0.6229918399232062,1.3511361983518682,0.15,0.3,0
2023-01-09 15:00:00,15,9,1,0,2.2813924641721997,1.2948070610037692,0.15,0.3,0
2023-01-09 16:00:00,16,9,1,0,1.8853444134867932,1.1944058923911625,0.15,0.3,0
2023-01-09 17:00:00,17,9,1,0,0.9307427304468899,1.0429893329006628,0.15,0.3,0
2023-01-09 18:00:00,18,9,1,0,0.0,2.102957356390983,0.25,0.3,0
2023-01-09 19:00:00,19,9,1,0,0.0,2.251623792864174,0.25,0.3,0
2023-01-09 20:00:00,20,9,1,0,0.0,3.6683970847134417,0.25,0.3,0
2023-01-09 21:00:00,21,9,1,0,0.0,2.948754649480906,0.25,0.3,0
2023-01-09 22:00:00,22,9,1,0,0.0,2.118240900181626,0.1,0.3,0
2023-01-09 23:00:00,23,9,1,0,0.0,1.3316893036703052,0.1,0.3,0
2023-01-10 00:00:00,0,10,1,1,0.0,1.075126825924006,0.1,0.3,0
2023-01-10 01:00:00,1,10,1,1,0.0,1.7186130553677914,0.1,0.3,0
2023-01-10 02:00:00,2,10,1,1,0.0,2.5594940955988976,0.1,0.3,0
2023-01-10 03:00:00,3,10,1,1,0.0,2.0590083000338186,0.1,0.3,0
2023-01-10 04:00:00,4,10,1,1,0.0,2.1107496271441137,0.1,0.3,0
2023-01-10 05:00:00,5,10,1,1,0.0,2.3115463807312646,0.1,0.3,0
2023-01-10 06:00:00,6,10,1,1,0.0,3.837696530262617,0.15,0.3,0
2023-01-10 07:00:00,7,10,1,1,0.2390943474062299,4.771773798420237,0.15,0.3,0
2023-01-10 08:00:00,8,10,1,1,0.0,3.4481984676113093,0.15,0.3,0
2023-01-10 09:00:00,9,10,1,1,0.8843708661032381,1.4987754213690532,0.15,0.3,0
2023-01-10 10:00:00,10,10,1,1,1.2769346964981276,1.918104230994818,0.15,0.3,0
2023-01-10 11:00:00,11,10,1,1,1.107570850427227,1.674147064080809,0.15,0.3,0
2023-01-10 12:00:00,12,10,1,1,1.6207417863627396,0.945958758750249,0.15,0.3,0
2023-01-10 13:00:00,13,10,1,1,1.8061436047536414,0.5,0.15,0.3,0
2023-01-10 14:00:00,14,10,1,1,6.184073570965806,1.2171292868628787,0.15,0.3,0
2023-01-10 15:00:00,15,10,1,1,2.1720042463627363,0.8422057098955865,0.15,0.3,0
2023-01-10 16:00:00,16,10,1,1,1.8821900201753805,0.8404566069126864,0.15,0.3,0
2023-01-10 17:00:00,17,10,1,1,0.8591392952791246,1.5988682406113204,0.15,0.3,0
2023-01-10 18:00:00,18,10,1,1,0.0,2.1001307100847217,0.25,0.3,0
2023-01-10 19:00:00,19,10,1,1,0.0,2.283668470751659,0.25,0.3,0
2023-01-10 20:00:00,20,10,1,1,0.0,3.235919945172939,0.25,0.3,0
2023-01-10 21:00:00,21,10,1,1,0.0,3.2060528480500716,0.25,0.3,0
2023-01-10 22:00:00,22,10,1,1,0.0,2.440091253128722,0.1,0.3,0
2023-01-10 23:00:00,23,10,1,1,0.0,1.8517058010254661,0.1,0.3,0
2023-01-11 00:00:00,0,11,1,2,0.0,2.2689520015107143,0.1,0.3,0
2023-01-11 01:00:00,1,11,1,2,0.0,1.9555014095942633,0.1,0.3,0
2023-01-11 02:00:00,2,11,1,2,0.0,2.2325491484610556,0.1,0.3,0
2023-01-11 03:00:00,3,11,1,2,0.0,1.0185473149378401,0.1,0.3,0
2023-01-11 04:00:00,4,11,1,2,0.0,2.0126371592893957,0.1,0.3,0
2023-01-11 05:00:00,5,11,1,2,0.0,2.3494683733317814,0.1,0.3,0
2023-01-11 06:00:00,6,11,1,2,0.0,3.069074359430924,0.15,0.3,0
2023-01-11 07:00:00,7,11,1,2,0.0,4.144842582088274,0.15,0.3,0
2023-01-11 08:00:00,8,11,1,2,0.8543801495846267,3.4240071858257886,0.15,0.3,0
2023-01-11 09:00:00,9,11,1,2,1.317158845538985,2.5298531838273464,0.15,0.3,0
2023-01-11 10:00:00,10,11,1,2,7.127672514464114,1.2842013860489816,0.15,0.3,0
2023-01-11 11:00:00,11,11,1,2,1.6564955244236739,1.16889510923808,0.15,0.3,0
2023-01-11 12:00:00,12,11,1,2,2.2550272457115113,0.5,0.15,0.3,0
2023-01-11 13:00:00,13,11,1,2,1.411257240885838,0.8238424848570283,0.15,0.3,0
2023-01-11 14:00:00,14,11,1,2,0.8883450593845341,0.781961147287498,0.15,0.3,0
2023-01-11 15:00:00,15,11,1,2,3.0434247478775998,0.7817999026905067,0.15,0.3,0
2023-01-11 16:00:00,16,11,1,2,2.3271343979429897,0.6643903596987155,0.15,0.3,0
2023-01-11 17:00:00,17,11,1,2,1.6380693718074173,1.16467115040152,0.15,0.3,0
2023-01-11 18:00:00,18,11,1,2,0.0,2.2804752226263956,0.25,0.3,0
2023-01-11 19:00:00,19,11,1,2,0.0,2.0292057159351495,0.25,0.3,0
2023-01-11 20:00:00,20,11,1,2,0.0,3.971632791262288,0.25,0.3,0
2023-01-11 21:00:00,21,11,1,2,0.0,3.1439937167778615,0.25,0.3,0
2023-01-11 22:00:00,22,11,1,2,0.0,2.246686811805891,0.1,0.3,0
2023-01-11 23:00:00,23,11,1,2,0.0,2.0773919512305237,0.1,0.3,0
2023-01-12 00:00:00,0,12,1,3,0.0,1.4341118066352097,0.1,0.3,0
2023-01-12 01:00:00,1,12,1,3,0.0,1.8494570385274511,0.1,0.3,0
2023-01-12 02:00:00,2,12,1,3,0.0,2.1276383257976867,0.1,0.3,0
2023-01-12 03:00:00,3,12,1,3,0.0,2.677946129651262,0.1,0.3,0
2023-01-12 04:00:00,4,12,1,3,0.0,2.1537409237400853,0.1,0.3,0
2023-01-12 05:00:00,5,12,1,3,0.0,2.2396214902451073,0.1,0.3,0
2023-01-12 06:00:00,6,12,1,3,0.0,2.9993597743442795,0.15,0.3,0
2023-01-12 07:00:00,7,12,1,3,0.0,4.478416893327886,0.15,0.3,0
2023-01-12 08:00:00,8,12,1,3,2.1407575173314113,4.375549576488035,0.15,0.3,0
2023-01-12 09:00:00,9,12,1,3,0.0012857000790085227,2.5271094634580855,0.15,0.3,0
2023-01-12 10:00:00,10,12,1,3,2.1135491457924633,1.063729644587524,0.15,0.3,0
2023-01-12 11:00:00,11,12,1,3,3.801030455955665,1.1164217965429146,0.15,0.3,0
2023-01-12 12:00:00,12,12,1,3,1.0921519449936405,1.0821309341125243,0.15,0.3,0
2023-01-12 13:00:00,13,12,1,3,0.9328298769780622,1.0573056850940465,0.15,0.3,0
2023-01-12 14:00:00,14,12,1,3,2.02984152182099,1.2691836763011433,0.15,0.3,0
2023-01-12 15:00:00,15,12,1,3,1.5617561261095019,1.2665671963431133,0.15,0.3,0
2023-01-12 16:00:00,16,12,1,3,0.25479758056537327,0.8354944910937906,0.15,0.3,0
2023-01-12 17:00:00,17,12,1,3,0.9878472967940997,1.5104653170417446,0.15,0.3,0
2023-01-12 18:00:00,18,12,1,3,0.0,1.8490163262731394,0.25,0.3,0
2023-01-12 19:00:00,19,12,1,3,0.0,2.375628350896438,0.25,0.3,0
2023-01-12 20:00:00,20,12,1,3,0.0,3.2552568079552344,0.25,0.3,0
2023-01-12 21:00:00,21,12,1,3,0.0,2.947951969909746,0.25,0.3,0
2023-01-12 22:00:00,22,12,1,3,0.0,1.6799496290746685,0.1,0.3,0
2023-01-12 23:00:00,23,12,1,3,0.0,2.061116395795852,0.1,0.3,0
2023-01-13 00:00:00,0,13,1,4,0.0,0.9736900695333227,0.1,0.3,0
2023-01-13 01:00:00,1,13,1,4,0.0,3.0322882841505185,0.1,0.3,0
2023-01-13 02:00:00,2,13,1,4,0.0,2.695672423963092,0.1,0.3,0
2023-01-13 03:00:00,3,13,1,4,0.0,2.1086469465396904,0.1,0.3,0
2023-01-13 04:00:00,4,13,1,4,0.0,2.173313953331701,0.1,0.3,0
2023-01-13 05:00:00,5,13,1,4,0.0,2.188142511085855,0.1,0.3,0
2023-01-13 06:00:00,6,13,1,4,0.0,2.9995062871257945,0.15,0.3,0
2023-01-13 07:00:00,7,13,1,4,0.0,4.375438870844691,0.15,0.3,0
2023-01-13 08:00:00,8,13,1,4,1.3044758250605855,3.738115726751394,0.15,0.3,0
2023-01-13 09:00:00,9,13,1,4,0.4354698457816385,2.1456796703413072,0.15,0.3,0
2023-01-13 10:00:00,10,13,1,4,2.9803187258880057,1.1557506125280053,0.15,0.3,0
2023-01-13 11:00:00,11,13,1,4,1.1246924296240706,0.5,0.15,0.3,0
2023-01-13 12:00:00,12,13,1,4,1.25899622614849,0.893849403446777,0.15,0.3,0
2023-01-13 13:00:00,13,13,1,4,2.17466332925326,0.9372067113161171,0.15,0.3,0
2023-01-13 14:00:00,14,13,1,4,0.8323774084515532,0.9250973674745702,0.15,0.3,0
2023-01-13 15:00:00,15,13,1,4,2.2195981559577977,0.8044592355973461,0.15,0.3,0
2023-01-13 16:00:00,16,13,1,4,2.826823147379078,1.2782502215892801,0.15,0.3,0
